SnapShotDate,Side,Region,Country,Currency,Exchange,Sector,TargetQtyValue,TargetQty,TargetValueTotal,TargetValue,ExecQtyTotal,ExecQty,ExecValueTotal,ExecValue,UnorderedQty,UnorderedValue,PctExecQty,PctExecValue
20230902,BUY,SINGHA,HK,NZD,NSE,Food,0.5047469169535128,99,0.28729504185216237,0.6460220690058698,61,10,0.3542922054552058,0.05069063094069193,82,0.286112749794618,77.10525536707493,53.36633711706631
20230718,BUY,EMEA,US,USD,NSE,IT,0.8550493541948986,62,0.8624474814697025,0.4910126053303332,75,98,0.7558502889122938,0.0621025142085061,19,0.15214886170273179,17.977152375636997,5.711271808962682
20230901,BUY,SINGHA,IND,INR,NYSE,IT,0.8631303119947692,95,0.6238342015935661,0.8798962263822766,43,42,0.7705121700643202,0.7660249517907146,89,0.08158380385054886,99.92969787867318,47.24188420589655
20230218,BUY,EMEA,PAK,NZD,NYSE,IT,0.9502228736778329,55,0.15784232631188522,0.5169877635914782,80,92,0.9883330032884371,0.9883023894054151,73,0.008192460247735789,42.33334199086111,83.30407920192933
20231129,SSE,APAC,HK,JPY,NSE,IT,0.9062231705688594,68,0.8363308801843103,0.28107549006297694,95,50,0.1312438368690071,0.39665464365455816,77,0.9145418649013572,76.41300901310146,61.717461076922895
20230526,SSE,SINGHA,PAK,NZD,BSE,Health,0.22020808815646553,14,0.15859377182742462,0.22327379016085347,43,83,0.4249751807833556,0.39587082480738767,21,0.577002292099874,11.416111716973154,15.705512648337006
20230617,BUY,AMS,US,NZD,NSE,IT,0.22000804167794552,86,0.22171080502848795,0.05226272868763926,62,44,0.0008066567102031907,0.3410781645195191,98,0.042571631333994886,36.96418152638263,65.26544158238636
20230909,BUY,APAC,HK,INR,BSE,Health,0.6235109675677734,56,0.6162330939295404,0.6947135555905429,49,10,0.882626704111098,0.9611203877031211,15,0.9836216859556518,68.66148855646269,48.83231100309883
20230722,SELL,APAC,HK,JPY,XNZE,IT,0.03223402280129373,86,0.27158452714746206,0.47766783328687934,45,33,0.4505759124720108,0.5898808129235699,27,0.8231363239599242,12.08403421829467,34.172550541053134
20230510,SSE,EMEA,SINZ,USD,XNZE,IT,0.695933988868671,32,0.08132358832914888,0.002928841347827338,4,68,0.7817598774424863,0.7076333657409707,38,0.37206701851138246,20.955755167326217,8.409413017838908
20230904,BUY,AMS,AUS,EUR,NSE,Food,0.5826221696225795,83,0.5436626134605823,0.7620286513534791,37,98,0.6198478721709372,0.6308252644350695,83,0.7969462683075145,75.8352522573743,57.67592036910087
20230914,BUY,SINGHA,HK,INR,NSE,Health,0.4586692034453219,99,0.6874160041415927,0.6885510608145745,53,47,0.6146828410575297,0.5609629034609817,37,0.6017814457785123,21.737490799255312,82.88354082079509
20231215,SELL,AMS,IND,NZD,NSE,Construction,0.3897633874013072,33,0.935573603209769,0.20262457192802175,16,39,0.9921903049183263,0.7832097371819156,85,0.3938226560914587,31.588669638960333,27.65429216051708
20230512,SSE,EMEA,US,USD,BSE,IT,0.31739262819084124,48,0.8108723638096231,0.8308321330995404,15,74,0.35575116645325944,0.26988160991936516,12,0.8823138181084621,83.18233193845361,36.25092728531343
20230320,BUY,APAC,US,JPY,NSE,IT,0.5224396709593105,89,0.1789855106280528,0.6043215975572033,55,66,0.2412549357029432,0.06406997797255864,7,0.7650926966753171,14.7736804321137,19.02225980625074
20231121,SSE,APAC,IND,JPY,XNZE,Food,0.9690370559670076,9,0.8867167031439542,0.017209462261396746,10,96,0.4701435495619276,0.19413206997349164,28,0.1581839598988195,99.41634095890632,3.249576842827595
20230105,SELL,SINGHA,PAK,INR,XNZE,Construction,0.8502252944773713,11,0.6362763266638697,0.06335572625882557,42,29,0.9446783390135537,0.11673401502871994,25,0.9916858838382469,22.31920271553365,71.46255081246741
20230522,SELL,SINGHA,UK,USD,NYSE,Food,0.26847638523470296,5,0.37487820305589004,0.5333811594668492,57,62,0.8083421188689532,0.6845889964055061,56,0.09828124254502701,48.78933711117315,60.617881548955936
20230929,SSE,EMEA,AUS,NZD,NYSE,Health,0.5767137375755621,83,0.569103629873809,0.8098469712842188,84,94,0.27301147113055446,0.30546892065694087,14,0.41224042611311595,81.04343800148027,59.59456311085004
20231127,BUY,AMS,IND,EUR,XNZE,Food,0.8156820362972204,9,0.4777926684595045,0.21465617457741437,52,95,0.5616869937014695,0.7870539831345816,5,0.9528340400884424,61.087334707931774,59.80927752806304
20230116,SELL,APAC,IND,INR,XNZE,IT,0.15605066611632545,11,0.0965615979838721,0.3884177367616004,65,38,0.49461326805452055,0.6549929455684506,49,0.3388906791006172,1.4703095828268675,46.52281354275433
20230308,SELL,APAC,SINZ,NZD,NYSE,Health,0.47475791645710086,87,0.5083780411961248,0.22428075899265476,59,21,0.12087884097537516,0.7209657605934894,78,0.9030509315617675,19.212497644622072,61.267506986607366
20231128,SSE,APAC,UK,INR,BSE,Health,0.7458495663315214,61,0.7284829938648932,0.40226615932484355,90,49,0.6621484288192339,0.821525290916624,41,0.9591598538056391,43.81404383810107,53.72468201171298
20230701,SSE,SINGHA,US,EUR,NSE,IT,0.15562992221515493,97,0.1790546571086098,0.34924828653641093,33,45,0.31151596410363436,0.6977480114796067,99,0.7619746676824517,89.77359467622539,20.396895486565057
20230817,BUY,AMS,HK,USD,NSE,Construction,0.041735111226799404,6,0.5439241147005872,0.07353829140380208,39,93,0.12689232226468494,0.3795162381535132,65,0.9566137478098512,85.52660858165434,83.72075749963777
20230726,BUY,APAC,PAK,USD,XHKO,IT,0.9337044273822087,40,0.5505904134727122,0.20983871456618108,58,31,0.4194012673916905,0.8619626424944545,55,0.05321278759126047,29.290767064740653,46.608028004309375
20230615,SELL,SINGHA,US,INR,XNZE,Construction,0.9234197927781912,25,0.30331660049382625,0.05135608979605788,79,39,0.4488773803929148,0.5062591784779261,98,0.5972289366132784,36.61131732357917,21.78246341232405
20231127,SSE,EMEA,PAK,USD,XHKO,Construction,0.1009466482850897,17,0.5400532815822929,0.15446989787630339,89,89,0.6633762612656595,0.07090214011685492,88,0.7659249812369114,98.05669120259797,69.23078391458
20230113,SELL,SINGHA,US,USD,BSE,Food,0.5038259321163215,23,0.8443968330714559,0.45224377730047205,39,40,0.9521460977197103,0.24878290402635006,8,0.7446908137083703,38.2251917966305,88.19159018042714
20231108,SELL,SINGHA,US,INR,XNZE,Food,0.23331346547433818,78,0.3359922127996062,0.45929453284909016,11,72,0.9985610809908961,0.7434554813453416,75,0.5540409975170161,5.648895026310107,21.31638448038975
20231107,SSE,SINGHA,NZ,EUR,XNZE,IT,0.6355730540754894,45,0.6188516448511148,0.8430268947290408,86,21,0.8052873846082058,0.38530822364873807,73,0.04175879203696031,32.69017007255298,72.59591779036306
20230507,BUY,EMEA,AUS,USD,NYSE,IT,0.6835728837881878,78,0.019234784535442584,0.10271867378651123,98,29,0.23606735614050178,0.7548357658777376,97,0.4236986388841404,55.22273549338498,54.384236923770516
20230429,BUY,EMEA,AUS,USD,XNZE,Health,0.5349656124729179,30,0.47434509794990753,0.5571251245298117,96,83,0.6460784105837948,0.18638980646892778,37,0.137990113336802,2.7247360437825385,8.34171051773378
20231224,SSE,EMEA,US,INR,NYSE,Food,0.3042678115924561,80,0.7351993749690124,0.5119282912952678,8,91,0.39702445915836726,0.8537942029353414,20,0.13928126623738357,41.67871323937242,53.40799855907489
20231123,SSE,EMEA,PAK,USD,BSE,Food,0.6765715946201237,39,0.0446057527268382,0.0420148220468024,69,65,0.6901654128534584,0.15283852785051988,35,0.13583335663890928,27.36321098697394,20.64666971979753
20230316,SSE,EMEA,AUS,NZD,NYSE,Construction,0.6432366604975309,45,0.3657151735237355,0.7636827683689378,54,59,0.8256138276020611,0.3920723258345088,11,0.8912218316157621,71.96511526252128,79.73313618175646
20231028,BUY,APAC,AUS,INR,NSE,Health,0.9026809075064223,13,0.7646290833153968,0.14062320791438343,31,27,0.4316722605893817,0.2669203697977591,88,0.6904666452093557,47.55368247416284,34.31944923560236
20230808,SSE,AMS,HK,NZD,NYSE,IT,0.2055039980975889,51,0.030361391197016085,0.17265985856589317,50,37,0.5270656126649583,0.4063480593854265,48,0.7445626290913863,66.40583770814746,31.090563391157122
20231001,SSE,SINGHA,SINZ,INR,BSE,Food,0.8227661882763604,47,0.9685310779608268,0.9931166334275316,42,12,0.2824908328587512,0.9858520732732903,39,0.7570089481714188,19.18818175433914,33.899928711910356
20230805,SELL,APAC,SINZ,JPY,NYSE,Construction,0.1600784725590495,11,0.4923466751656398,0.9829883746741009,84,37,0.14163933106821602,0.5808391463138532,54,0.11393082114050179,62.4523157276793,71.44320573378138
20230919,SSE,EMEA,SINZ,JPY,XNZE,Construction,0.5582233165510032,75,0.1703180622588133,0.7078215613060062,15,45,0.503726715807317,0.1443569616830418,82,0.09018653590534031,85.50568290115162,35.585883284573725
20230708,SELL,APAC,HK,EUR,XNZE,Construction,0.7677682028382238,24,0.8654540792003648,0.30483085247595165,26,44,0.5166983174156032,0.4113513661821825,78,0.9794351739639019,13.99016276133903,83.2385103197503
20230426,BUY,SINGHA,HK,INR,XNZE,IT,0.22183320299347886,35,0.122731534907351,0.6193178191681382,38,51,0.15126349497207292,0.24684281124396368,35,0.2951922440878961,73.8162570330665,57.71131284193716
20230622,BUY,AMS,UK,JPY,XHKO,IT,0.6573933768081834,99,0.8333409452599772,0.11788024764271132,39,94,0.8777117182709341,0.24513764337850674,8,0.17100069676263907,64.83989609420824,93.13823503568
20230519,SSE,SINGHA,PAK,NZD,NSE,Food,0.5957526298171637,12,0.3515425125257138,0.5443008154884749,2,5,0.03893038000095528,0.7519652195217253,68,0.6645718759503777,3.165839332994136,44.987280654035146
20230914,BUY,EMEA,SINZ,NZD,NYSE,Food,0.9796851338411361,82,0.37409910409556946,0.04608091142194948,45,80,0.6879492221064262,0.790169126807438,65,0.7656549323427956,7.074745623042555,59.98278999847214
20230528,SELL,AMS,AUS,JPY,NSE,IT,0.9809353824662053,96,0.9497496243691737,0.12363723618030953,47,9,0.09446868954504772,0.8540973056826451,68,0.6980629941044288,10.322351842420874,30.378457730518726
20231126,SELL,SINGHA,AUS,USD,BSE,Construction,0.9327403294941549,14,0.8278927113163254,0.07168642843810147,48,64,0.13821983036253227,0.4160188198121181,97,0.4437514004310239,50.287529141582844,89.3552704785416
20230604,BUY,EMEA,IND,JPY,NYSE,Construction,0.9115621309508131,56,0.12299852781274845,0.4999242582283292,88,44,0.5211924709618719,0.607349707084763,9,0.8549224153579431,44.583259970328925,96.1827020393199
20230117,SSE,APAC,SINZ,JPY,NSE,Construction,0.7059200423351844,54,0.32529779128880065,0.3241266168931338,17,85,0.6959927122713542,0.32160427651525325,54,0.9877419152882593,58.24340181399839,32.0531293753725
20231203,SSE,EMEA,IND,EUR,XHKO,Food,0.8108283374610031,85,0.37832981590837567,0.2884849972639293,79,6,0.6536170984719158,0.6926779908558245,73,0.4790854806979228,72.88584502536506,8.01943666056346
20230319,SELL,EMEA,US,JPY,XHKO,Construction,0.4433496245502838,92,0.6797312256043352,0.21178224651212496,82,59,0.19144293917550403,0.7759937497149874,30,0.3453028074054565,78.95892513854308,56.64604953998291
20231222,SELL,AMS,PAK,USD,BSE,Food,0.7999805525969446,96,0.6439422237541463,0.779772673626012,37,61,0.0535760023655395,0.38532741250072367,76,0.7547911008027952,47.65407954205815,12.704065459789781
20231202,BUY,SINGHA,US,INR,NYSE,Food,0.8640453495769755,83,0.7764091351223028,0.25519050919299957,73,28,0.25612758811306,0.6382584537382324,31,0.6430000615031268,94.16409911495138,95.64773814909235
20230517,SSE,EMEA,HK,INR,XNZE,Food,0.9790115462501314,80,0.4481601466320764,0.6165518830131688,45,32,0.46361579213998705,0.7450243694261085,1,0.8068241507790572,88.54514034245284,16.17121427495509
20230522,SSE,AMS,HK,EUR,NSE,Health,0.9163761664746435,54,0.08391094436358393,0.18448578832198326,26,60,0.3222711221158503,0.5211405634330275,10,0.9203841966802824,49.13264066864791,17.966950899586244
20230312,SELL,AMS,AUS,JPY,NYSE,Health,0.7779589285326312,51,0.27727503545182586,0.27009510713785534,32,19,0.8574241655934862,0.015146679006273978,89,0.421947564686197,95.57964534309717,77.3990261259708
20230120,SSE,SINGHA,US,USD,NYSE,Health,0.465182721514269,43,0.2194795036449031,0.6803373478321669,53,74,0.24660011108357371,0.6010728569316445,88,0.9382972372456493,14.024769383325708,7.506910876032458
20230109,SSE,AMS,UK,JPY,NYSE,Health,0.12229590312340655,42,0.7316932087270439,0.8792613282512749,81,34,0.8809817956189459,0.10612804025616862,70,0.058918484291623385,38.14365585258418,77.01105046183085
20230530,SSE,SINGHA,AUS,USD,BSE,IT,0.21443346571356614,34,0.9296285590825947,0.2968243160278339,26,54,0.6854046020849286,0.6881355920059778,79,0.5120295208793842,21.956635085214906,64.90387056610012
20230813,SELL,AMS,SINZ,INR,NYSE,Health,0.06298137175932883,56,0.5747976814911421,0.728180505326676,76,97,0.8643305870326612,0.20915413136479322,21,0.12252020139303144,20.11958587585231,54.50168418188759
20230321,SSE,SINGHA,US,USD,NYSE,Construction,0.7909382334883834,56,0.5854333331208884,0.7358417812910789,42,35,0.8799405322778646,0.0846765909904752,48,0.09513727255757942,86.64363667178985,39.06954820582992
20231002,SELL,AMS,IND,NZD,XHKO,IT,8.186569105395058e-05,5,0.980908471861301,0.9755644958001808,35,29,0.3928043598021075,0.2763007948011217,36,0.8722590933739501,96.36582221596491,75.7581333011243
20230311,BUY,APAC,PAK,JPY,NSE,IT,0.7434845298765279,17,0.43416566283527347,0.7843750222244048,94,86,0.3088366284509818,0.4108895056705617,92,0.8821533381969888,8.875363714121798,50.049126719684814
20230817,BUY,APAC,SINZ,EUR,XNZE,IT,0.9605973872500567,52,0.8873315220690636,0.3624034999716568,77,91,0.8240662311918157,0.16282181102567617,22,0.13693347447249715,98.4463669236081,92.12746226940662
20231218,SSE,EMEA,HK,INR,BSE,Construction,0.285521323740177,86,0.8215648660232926,0.819636081143477,32,49,0.1752952656718606,0.061876550999446445,81,0.7684427987422336,6.825479435906312,28.501401593406506
20230816,BUY,AMS,SINZ,INR,XHKO,Construction,0.07846257772783782,10,0.0650783473737756,0.84187243559523,16,20,0.3305713690310391,0.2201907171048184,90,0.0684230968736349,82.62988569562218,10.701960197713223
20231109,SELL,AMS,HK,USD,BSE,IT,0.7921740533015896,18,0.6816706719049743,0.9702621874724786,42,55,0.22969549812791457,0.7520687573242293,36,0.13779338629463078,66.43004770402024,56.02363355722916
20230916,BUY,EMEA,SINZ,JPY,XHKO,Health,0.43851569314516325,4,0.5664710616445301,0.1713265718233502,23,13,0.08731898943232541,0.7090581731862413,99,0.6854615587893816,65.5287192298444,85.93118956925468
20231021,SELL,APAC,IND,INR,NYSE,Health,0.7460936572240799,79,0.14730379950973482,0.9873946085398644,85,81,0.36807562563993745,0.010739460559206382,98,0.7716610500572568,10.758592222210051,68.33419453918955
20230717,SELL,APAC,US,EUR,XHKO,IT,0.7818046656769,37,0.3525887075021503,0.9556912498550497,74,33,0.12792311840524329,0.22817340315733325,31,0.9780588903645914,88.84382232866648,32.261166929344945
20230814,BUY,APAC,US,EUR,NYSE,Construction,0.6335997544986429,66,0.9928676066320699,0.22067394351298852,20,92,0.41423053969919077,0.33323165188759685,31,0.6346530672514642,19.593126613573652,42.22591687954819
20230725,SSE,SINGHA,SINZ,JPY,XHKO,Construction,0.545603789277937,8,0.22075601026805247,0.30381393849791616,78,27,0.036659196488332046,0.8050225440606318,19,0.6048823969231392,75.71845530446453,45.881710535167976
20230407,SELL,EMEA,IND,USD,BSE,Construction,0.7776143360546787,49,0.5245842073595525,0.3266696702675841,78,22,0.022333173126183326,0.9740857263247366,96,0.20224594070533464,14.68151662615631,5.485242483179576
20230901,BUY,AMS,PAK,JPY,XHKO,Health,0.5607486682517658,91,0.32587153975713545,0.24120638405426098,54,48,0.03734138199891501,0.25175261632010826,12,0.15718225752373938,32.93538518622877,31.12227644068617
20231111,SELL,APAC,HK,NZD,XNZE,Construction,0.964936693137802,92,0.18030451331617103,0.7212818402623525,20,70,0.9429830406076037,0.5891486140966504,13,0.16495746498108732,35.61641361407063,82.99999954979882
20230108,SELL,EMEA,IND,USD,XHKO,Food,0.1977932857641831,3,0.1658875312904875,0.9336843414912669,7,84,0.5533915074933768,0.6436981829638547,73,0.30327004836890525,86.36520830261281,44.56773633643844
20230927,BUY,EMEA,PAK,INR,NYSE,Construction,0.769194407951497,97,0.33582309201876137,0.41124515853197896,95,79,0.387744882592129,0.40788974282653734,35,0.37526946657851934,36.11356081257545,28.020125953869112
20230303,SSE,AMS,NZ,JPY,NSE,Construction,0.43692168115908836,31,0.9172005720722122,0.8533882294243678,81,25,0.6948388791598459,0.9497973191337611,41,0.6394389505847476,65.58640551146337,55.43638014007658
20230513,SELL,EMEA,US,NZD,XNZE,IT,0.7934054657653056,13,0.9416499800735586,0.5538372905749773,2,2,0.008011368745249547,0.2565973754994306,52,0.40973861217175134,81.61988936983407,5.667720639768614
20230913,BUY,APAC,AUS,JPY,NSE,Construction,0.7989510499668817,10,0.37430286964426585,0.747032779191704,88,65,0.2716713184733327,0.26447314379349995,76,0.17233643871531357,45.56987543354033,76.49681271393565
20230419,SELL,AMS,AUS,EUR,NSE,Health,0.09413641068559275,54,0.40377118585265626,0.4157792795040558,42,69,0.4065267880962511,0.16337179285439274,20,0.8508565105965037,66.17251500238443,27.682570269871942
20230925,SELL,EMEA,NZ,NZD,XNZE,Food,0.9534498655590975,96,0.2186975668685167,0.7864248124977774,50,98,0.5793056140232584,0.1333117277015604,37,0.5538375875258517,53.1805319138943,89.98490022671054
20230122,SSE,EMEA,IND,JPY,XNZE,Food,0.8062251463339388,5,0.5848226793898091,0.623469397273128,45,11,0.8777219441185835,0.20093328095126906,53,0.7069234953760243,52.92485082186368,59.30020249810756
20230730,SELL,SINGHA,IND,NZD,XNZE,Health,0.4097207688090547,34,0.44836590957685873,0.26390491299674523,73,97,0.8595801004593543,0.22745556234768416,93,0.9102712580732102,77.6318653365153,96.06499892609682
20230302,SELL,APAC,PAK,JPY,XHKO,Construction,0.167722034756971,32,0.23444862344262618,0.34022354834975843,52,18,0.7014355091414143,0.8745456168692929,66,0.9149154614366488,23.953342202315586,87.85298119733861
20230722,BUY,EMEA,AUS,USD,NYSE,Construction,0.6732573205614717,80,0.7650752757653062,0.48877145925438026,80,27,0.31493583134461756,0.6077083241373756,93,0.5479102976323595,36.59100564636076,45.64693377909072
20231225,BUY,APAC,US,EUR,XNZE,Health,0.5363727054698905,41,0.9840074053817722,0.3442890546136316,28,38,0.22567902905008674,0.277685275488598,55,0.9984041364929284,76.582649354914,75.36610756092341
20231026,BUY,APAC,NZ,INR,XNZE,Health,0.20558549892696787,22,0.6336583721674349,0.2919861234271992,46,1,0.7475372361121466,0.8917964802257567,94,0.013721622148405888,51.953378860047906,78.08219186270765
20230604,BUY,EMEA,NZ,NZD,XNZE,IT,0.08134239383995279,48,0.766240874451466,0.1120710501594564,5,22,0.3300767439682646,0.5420071482949694,15,0.5459729857492935,82.6095462865294,57.560388311962804
20230506,SELL,APAC,IND,INR,NSE,Construction,0.5021719286170527,8,0.8800630136564244,0.38493723595399576,96,25,0.0929909587143174,0.6591241067037669,23,0.5861194030797587,90.10716650325465,93.3450643832249
20231010,BUY,EMEA,US,JPY,XNZE,Construction,0.49535523530034153,41,0.0937428613300264,0.5036731423216213,99,50,0.06515805740156422,0.9614463698042212,10,0.13188416602817965,4.76937523284322,96.97991283716351
20231229,BUY,EMEA,UK,EUR,BSE,Food,0.6747590775853539,30,0.6030195992554395,0.9789350712859423,49,75,0.02466391823395997,0.25624618057517157,47,0.10984063106010766,1.1397424246598509,75.95191894016865
20230718,SSE,AMS,IND,NZD,XHKO,IT,0.631685629172392,61,0.40622439720522197,0.6192763387222021,24,48,0.9305527404056799,0.4285026724669043,90,0.9692378201195269,46.348259562190734,62.870162982927894
20231016,SELL,AMS,UK,INR,NYSE,IT,0.30618859261379794,85,0.8845509651173131,0.48120987303929263,38,61,0.7916178777464432,0.019750386390907426,48,0.2247331090498974,69.62427848583536,4.459383533371353
20230612,BUY,APAC,US,INR,BSE,Food,0.32072562977614083,19,0.5107194520677227,0.5816744320077023,4,69,0.37942258797106887,0.571894001484903,29,0.9729535328326803,21.273840379721285,26.76171498683687
20230427,SSE,AMS,UK,JPY,XNZE,IT,0.2648309470647099,1,0.6246174276692134,0.7967570474814646,40,85,0.10309551595812372,0.8241115424840473,24,0.9979421760889081,0.13286772648082312,78.1576212259116
20230730,SELL,AMS,SINZ,JPY,XHKO,Health,0.7089695184017775,71,0.6277854687779293,0.872183772554386,20,68,0.47842116005160595,0.701656369392592,62,0.13428068618623257,5.644812378791297,21.562986461719767
20230415,BUY,EMEA,PAK,INR,NSE,Construction,0.8428695866647444,90,0.5008061977159616,0.4886611564371023,54,60,0.12698900141433167,0.7969821239375737,43,0.2753389514396102,92.64288387155534,96.56397386900028
20230603,SELL,APAC,SINZ,EUR,BSE,Food,0.8713727799149829,17,0.7592642048258972,0.9285468949615205,75,42,0.9488546313678166,0.12476847042092587,12,0.7672584736546004,53.33297554409442,10.080378781242983
20230127,SSE,AMS,IND,INR,XHKO,Construction,0.47588237444051595,67,0.550762374384193,0.4512979433597697,42,7,0.6411803013851269,0.05106478624267108,96,0.05112168731780464,11.119031185700578,95.95012745252919
20230228,BUY,EMEA,HK,NZD,XHKO,Construction,0.003007892238300669,79,0.6604155084881153,0.5795069420119991,40,54,0.6337447529627099,0.3767393480745046,20,0.16774252827730918,98.68846337387586,63.59868748049168
20230215,SSE,APAC,PAK,INR,XHKO,Health,0.31553950510879647,3,0.4647534922711697,0.8982236440772813,50,20,0.5907229702962584,0.6751945134159038,57,0.6855190867474933,52.7093066637844,58.506233627213255
20230820,SELL,SINGHA,IND,EUR,NSE,Construction,0.5890095678171943,50,0.198687041584672,0.33168139030848964,27,8,0.9222932692131433,0.36806690396262765,4,0.6565898068605988,75.50512623386686,78.53028897251593
20230112,BUY,AMS,AUS,JPY,XNZE,Food,0.6753057791964648,88,0.1560915453834043,0.5703041051741615,77,46,0.6981002882765664,0.8660026169181034,31,0.27515551437832786,15.37819501309815,13.625753503800608
20230308,SELL,EMEA,US,NZD,XHKO,Construction,0.3117757196874459,97,0.7206613131904254,0.6026194367716912,25,23,0.5305445735123258,0.40954314621442345,53,0.8814636167212844,77.20275908768285,2.611934709577879
20230801,SELL,SINGHA,PAK,INR,BSE,Health,0.23823561730291043,16,0.4892363636989051,0.2909171081600498,82,45,0.539239232388158,0.12885338604687757,27,0.6432783895608232,13.300482952833704,12.742751289969224
